,artist,track,timeInS,date.entered,date.peaked,week,chart pos
22151,Trick Daddy,Shut Up,257,2000-05-20,2000-06-17,70,
22152,"Moore, Chante",Straight Up,220,2000-10-28,2000-12-02,70,
22153,Cam'ron,What Means The World To You,278,2000-10-14,2000-11-18,70,
22154,Juvenile,U Understand,231,2000-02-05,2000-02-12,70,
22155,"Hollister, Dave",Can't Stay,377,2000-03-25,2000-03-25,70,
22156,Tamia,Can't Go For That,218,2000-09-16,2000-09-30,70,
22157,LFO,West Side Story,207,2000-08-05,2000-08-12,70,
22158,"Paisley, Brad",Me Neither,199,2000-05-13,2000-05-20,70,
22159,"Carter, Torrey",Take That,223,2000-06-24,2000-07-08,70,
22160,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,2000-09-02,2000-09-09,70,
22161,Madison Avenue,Don't Call Me Baby,224,2000-07-08,2000-09-16,70,
22162,Eve,Got It All,228,2000-07-15,2000-07-22,70,
22163,Limp Bizkit,Re-Arranged,248,1999-12-04,2000-02-05,70,
22164,"Spencer, Tracie",Still In My Heart,251,2000-03-04,2000-03-11,70,
22165,Nu Flavor,3 Little Words,234,2000-06-03,2000-06-17,70,
22166,Tamar,If You Don't Wanna Love Me,242,2000-03-25,2000-04-15,70,
22167,"Levert, Gerald",Baby U Are,250,2000-08-19,2000-08-26,70,
22168,"Hart, Beth",L.A. Song,227,1999-11-27,2000-01-15,70,
22169,"Diffie, Joe",The Quittin' Kind,203,2000-01-01,2000-01-22,70,
22170,Funkmaster Flex,Do You,254,2000-11-11,2000-12-02,70,
22171,"Price, Kelly",Love Sets You Free,226,2000-05-13,2000-05-20,70,
22172,En Vogue,Riddle,310,2000-06-17,2000-06-17,70,
22173,"Herndon, Ty",No Mercy,283,2000-03-18,2000-05-06,70,
22174,Anastacia,I'm Outta Love,241,2000-04-01,2000-04-01,70,
22175,Trina,Pull Over,178,2000-09-09,2000-09-16,70,
22176,Lil' Mo,Ta Da,257,2000-08-12,2000-09-16,70,
22177,A*Teens,Dancing Queen,224,2000-07-08,2000-07-29,70,
22178,"Sheist, Shade",Where I Wanna Be,256,2000-11-11,2000-11-18,70,
22179,De La Soul,All Good?,302,2000-12-23,2000-12-23,70,
22180,"Larrieux, Amel",Get Up,242,2000-03-04,2000-03-11,70,
22181,"Braxton, Toni",Spanish Guitar,264,2000-12-02,2000-12-02,70,
22182,Tuesday,I Know,246,2000-12-30,2000-12-30,70,
22183,LL Cool J,Imagine That,240,2000-08-12,2000-08-19,70,
22184,Master P,Souljas,213,2000-11-18,2000-11-18,70,
22185,Ghostface Killah,Cherchez LaGhost,184,2000-08-05,2000-08-05,70,
22186,"Smith, Will",Freakin' It,238,2000-02-12,2000-02-12,70,
22187,Zombie Nation,Kernkraft 400,210,2000-09-02,2000-09-02,70,
22188,"Eastsidaz, The",Got Beef,238,2000-07-01,2000-07-01,70,
22189,Fragma,Toca's Miracle,202,2000-10-28,2000-10-28,70,
22190,Destiny's Child,Independent Women Part I,218,2000-09-23,2000-11-18,71,
22191,Santana,"Maria, Maria",258,2000-02-12,2000-04-08,71,
22192,Savage Garden,I Knew I Loved You,247,1999-10-23,2000-01-29,71,
22193,Madonna,Music,225,2000-08-12,2000-09-16,71,
22194,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,2000-08-05,2000-10-14,71,
22195,Janet,Doesn't Really Matter,257,2000-06-17,2000-08-26,71,
22196,Destiny's Child,Say My Name,271,1999-12-25,2000-03-18,71,
22197,"Iglesias, Enrique",Be With You,216,2000-04-01,2000-06-24,71,
22198,Sisqo,Incomplete,232,2000-06-24,2000-08-12,71,
22199,Lonestar,Amazed,265,1999-06-05,2000-03-04,71,
22200,N'Sync,It's Gonna Be Me,190,2000-05-06,2000-07-29,71,
22201,"Aguilera, Christina",What A Girl Wants,198,1999-11-27,2000-01-15,71,
22202,Vertical Horizon,Everything You Want,241,2000-01-22,2000-07-15,71,
22203,Creed,With Arms Wide Open,232,2000-05-13,2000-11-11,71,
22204,Aaliyah,Try Again,243,2000-03-18,2000-06-17,71,
22205,matchbox twenty,Bent,252,2000-04-29,2000-07-22,71,
22206,"Carey, Mariah",Thank God I Found You,254,1999-12-11,2000-02-19,71,
22207,"Hill, Faith",Breathe,244,1999-11-06,2000-04-22,71,
22208,Mya,Case Of The Ex (Whatcha Gonna Do),230,2000-08-19,2000-12-02,71,
22209,Dream,He Loves U Not,223,2000-09-30,2000-12-30,71,
22210,"Braxton, Toni",He Wasn't Man Enough,261,2000-03-18,2000-05-06,71,
22211,"Anthony, Marc",You Sang To Me,230,2000-02-26,2000-06-03,71,
22212,98¡,Give Me Just One Night (Una Noche),204,2000-08-19,2000-09-30,71,
22213,Destiny's Child,Jumpin' Jumpin',228,2000-05-13,2000-08-19,71,
22214,3 Doors Down,Kryptonite,233,2000-04-08,2000-11-11,71,
22215,Sisqo,Thong Song,245,2000-01-29,2000-05-20,71,
22216,"Aguilera, Christina",I Turn To You,240,2000-04-15,2000-07-01,71,
22217,"Houston, Whitney",My Love Is Your Love,256,1999-09-04,2000-01-08,71,
22218,Joe,I Wanna Know,297,2000-01-01,2000-07-01,71,
22219,"Jordan, Montell",Get It On.. Tonite,274,1999-10-23,2000-02-12,71,
22220,N'Sync,Bye Bye Bye,195,2000-01-29,2000-04-15,71,
22221,Eminem,The Real Slim Shady,282,2000-05-06,2000-06-24,71,
22222,Pink,Most Girls,246,2000-08-12,2000-11-25,71,
22223,"Mumba, Samantha",Gotta Tell You,199,2000-09-09,2000-12-09,71,
22224,Blaque,Bring It All To Me,226,1999-10-23,2000-01-22,71,
22225,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,1999-11-27,2000-01-08,71,
22226,"Gray, Macy",I Try,232,2000-02-19,2000-05-20,71,
22227,N'Sync,This I Promise You,263,2000-09-30,2000-12-02,71,
22228,Ruff Endz,No More,236,2000-07-01,2000-09-02,71,
22229,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,2000-01-01,2000-03-18,71,
22230,Nine Days,Absolutely (Story Of A Girl),189,2000-05-06,2000-07-22,71,
22231,"Dion, Celine",That's The Way It Is,243,1999-11-13,2000-03-04,71,
22232,Blink-182,All The Small Things,172,1999-12-04,2000-02-19,71,
22233,Eiffel 65,Blue (Da Ba Dee),209,1999-12-11,2000-01-29,71,
22234,"Badu, Erkyah",Bag Lady,303,2000-08-19,2000-10-07,71,
22235,Pink,There U Go,203,2000-03-04,2000-04-08,71,
22236,Creed,Higher,316,1999-09-11,2000-07-22,71,
22237,Nelly,(Hot S**t) Country Grammar,257,2000-04-29,2000-09-16,71,
22238,Next,Wifey,243,2000-05-27,2000-09-09,71,
22239,Kenny G,Auld Lang Syne (The Millenium Mix),470,1999-12-25,2000-01-08,71,
22240,Sonique,It Feels So Good,228,2000-01-22,2000-04-22,71,
22241,"Spears, Britney",Oops!.. I Did It Again,210,2000-04-22,2000-06-10,71,
22242,"Backstreet Boys, The",Shape Of My Heart,229,2000-10-14,2000-12-02,71,
22243,Everclear,Wonderful,270,2000-07-08,2000-09-30,71,
22244,Ja Rule,Between Me And You,245,2000-09-16,2000-11-18,71,
22245,"Rimes, LeAnn",I Need You,222,2000-05-27,2000-08-12,71,
22246,Smash Mouth,Then The Morning Comes,184,1999-10-30,2000-01-29,71,
22247,Jay-Z,I Just Wanna Love U (Give It 2 Me),230,2000-10-28,2000-12-30,71,
22248,Jagged Edge,Let's Get Married,263,2000-05-06,2000-07-29,71,
22249,Filter,Take A Picture,263,1999-11-27,2000-02-05,71,
22250,"Martin, Ricky",She Bangs,242,2000-10-07,2000-12-02,71,
22251,Mystikal,Shake Ya Ass,286,2000-08-12,2000-10-28,71,
22252,BBMak,Back Here,215,2000-04-29,2000-07-29,71,
22253,"Spears, Britney",From The Bottom Of My Broken Heart,270,2000-01-29,2000-02-26,71,
22254,Third Eye Blind,Never Let You Go,237,2000-01-22,2000-04-01,71,
22255,Red Hot Chili Peppers,Otherside,253,2000-02-12,2000-05-27,71,
22256,Profyle,Liar,237,2000-09-16,2000-10-28,71,
22257,Barenaked Ladies,Pinch Me,226,2000-09-09,2000-11-25,71,
22258,Jagged Edge,He Can't Love U,210,1999-12-11,2000-01-08,71,
22259,504 Boyz,Wobble Wobble,215,2000-04-15,2000-05-06,71,
22260,Sting,Desert Rose,232,2000-05-13,2000-08-26,71,
22261,Jay-Z,Big Pimpin',235,2000-04-22,2000-07-08,71,
22262,Kid Rock,Only God Knows Why,327,2000-02-19,2000-04-15,71,
22263,Foo Fighters,Learn To Fly,235,1999-10-16,2000-01-22,71,
22264,"Dixie Chicks, The",Goodbye Earl,259,2000-03-18,2000-05-06,71,
22265,Guy,Dancin',248,1999-12-18,2000-01-01,71,
22266,Lil Bow Wow,Bounce With Me,202,2000-08-19,2000-09-16,71,
22267,Westlife,Swear It Again,247,2000-04-01,2000-07-01,71,
22268,Train,Meet Virginia,235,1999-10-09,2000-01-22,71,
22269,"Thomas, Carl",I Wish,230,2000-03-25,2000-05-13,71,
22270,Hanson,This Time Around,254,2000-04-22,2000-05-06,71,
22271,"Simpson, Jessica",I Think I'm In Love With You,212,2000-07-01,2000-08-12,71,
22272,Ludacris,What's Your Fantasy,256,2000-09-30,2000-12-16,71,
22273,Lil' Zane,Callin' Me,223,2000-07-29,2000-09-02,71,
22274,M2M,Don't Say You Love Me,221,1999-11-20,2000-01-08,71,
22275,SoulDecision,Faded,205,2000-07-08,2000-09-09,71,
22276,"Brock, Chad",Yes!,202,2000-04-08,2000-07-01,71,
22277,"Martin, Ricky",Shake Your Bon-Bon,188,1999-11-20,2000-02-12,71,
22278,Vertical Horizon,You're A God,225,2000-08-26,2000-11-04,71,
22279,Avant,Separated,253,2000-04-29,2000-05-20,71,
22280,"Rimes, LeAnn",Big Deal,183,1999-10-16,2000-01-01,71,
22281,IMx,Stay The Night,217,1999-10-09,2000-01-08,71,
22282,Dr. Dre,The Next Episode,158,2000-05-27,2000-07-29,71,
22283,"Spears, Britney",Lucky,203,2000-08-12,2000-09-09,71,
22284,Savage Garden,Crash And Burn,281,2000-04-08,2000-05-27,71,
22285,Kandi,Don't Think I'm Not,230,2000-08-05,2000-10-07,71,
22286,Sammie,I Like It,249,2000-01-29,2000-04-15,71,
22287,Goo Goo Dolls,Broadway,234,2000-04-22,2000-07-01,71,
22288,"Moore, Mandy",I Wanna Be With You,252,2000-06-17,2000-08-12,71,
22289,Dr. Dre,Forgot About Dre,222,2000-01-22,2000-03-25,71,
22290,D'Angelo,Untitled (How Does It Feel),430,2000-01-22,2000-02-19,71,
22291,"Messina, Jo Dee",That's The Way,197,2000-06-24,2000-08-26,71,
22292,Avant,My First Love,268,2000-11-04,2000-12-16,71,
22293,Son By Four,A Puro Dolor (Purest Of Pain),210,2000-04-08,2000-08-19,71,
22294,Da Brat,What'Chu Like,237,2000-06-03,2000-08-12,71,
22295,DMX,Party Up (Up In Here),225,2000-02-26,2000-04-22,71,
22296,"Dixie Chicks, The",Cowboy Take Me Away,291,1999-11-27,2000-01-29,71,
22297,"McGraw, Tim",My Next Thirty Years,217,2000-10-21,2000-12-16,71,
22298,"Tritt, Travis",Best Of Intentions,255,2000-08-19,2000-12-02,71,
22299,Alice Deejay,Better Off Alone,410,2000-04-08,2000-06-03,71,
22300,Hoku,Another Dumb Blonde,227,2000-02-19,2000-04-08,71,
22301,"Houston, Whitney",I Learned From The Best,258,2000-02-19,2000-03-25,71,
22302,Counting Crows,Hanginaround,247,1999-11-06,2000-01-29,71,
22303,Mary Mary,Shackles (Praise You),192,2000-03-25,2000-05-13,71,
22304,"Carey, Mariah",Crybaby,319,2000-06-24,2000-06-24,71,
22305,"McGraw, Tim",My Best Friend,273,1999-11-27,2000-01-29,71,
22306,Sugar Ray,Falls Apart,255,2000-01-15,2000-02-19,71,
22307,Madonna,American Pie,270,2000-02-19,2000-03-04,71,
22308,"Jones, Donell",Where I Wanna Be,382,2000-04-22,2000-07-08,71,
22309,"Paisley, Brad",We Danced,225,2000-10-14,2000-12-16,71,
22310,Lonestar,What About Now,210,2000-06-10,2000-08-19,71,
22311,"Backstreet Boys, The",The One,226,2000-05-27,2000-07-01,71,
22312,"Keith, Toby",How Do You Like Me Now?!,209,2000-01-29,2000-04-08,71,
22313,"Strait, George",The Best Day,204,2000-01-29,2000-04-22,71,
22314,"Dixie Chicks, The",Without You,212,2000-10-07,2000-12-23,71,
22315,Musiq,Just Friends (Sunny),242,2000-10-14,2000-12-30,71,
22316,"McEntire, Reba",What Do You Say,206,1999-10-30,2000-01-29,71,
22317,"Braxton, Toni",Just Be A Man About It,250,2000-07-29,2000-09-02,71,
22318,"Iglesias, Enrique",Rhythm Divine,455,1999-12-04,2000-01-22,71,
22319,"Fabian, Lara",I Will Love Again,223,2000-06-10,2000-08-12,71,
22320,Bon Jovi,It's My Life,224,2000-08-12,2000-09-30,71,
22321,"Evans, Sara",Born To Fly,336,2000-10-21,2000-12-30,71,
22322,"Chesney, Kenny",I Lost It,234,2000-10-21,2000-12-23,71,
22323,J-Shin,One Night Stand,274,1999-12-25,2000-02-26,71,
22324,Eve,Love Is Blind,231,2000-01-08,2000-02-19,71,
22325,Aaliyah,I Don't Wanna,255,2000-01-29,2000-03-04,71,
22326,"Montgomery, John Michael",The Little Girl,232,2000-09-09,2000-10-28,71,
22327,"Carter, Aaron",Aaron's Party (Come Get It),203,2000-08-26,2000-09-16,71,
22328,"Vassar, Phil",Just Another Day In Paradise,234,2000-09-30,2000-12-02,71,
22329,Ice Cube,You Can Do It,260,1999-12-04,2000-01-15,71,
22330,"Wills, Mark",Back At One,240,2000-01-15,2000-02-26,71,
22331,Lucy Pearl,Dance Tonight,225,2000-05-20,2000-07-29,71,
22332,"Jackson, Alan",It Must Be Love,173,2000-06-24,2000-09-02,71,
22333,"Griggs, Andy",She's More,199,2000-03-11,2000-06-10,71,
22334,No Doubt,Simple Kind Of Life,251,2000-07-01,2000-07-22,71,
22335,"Jean, Wyclef",911,240,2000-10-07,2000-11-25,71,
22336,Rascal Flatts,Prayin' For Daylight,216,2000-05-06,2000-08-12,71,
22337,Vitamin C,Graduation (Friends Forever),263,2000-04-15,2000-06-10,71,
22338,"Gilman, Billy",One Voice,247,2000-06-17,2000-09-02,71,
22339,Lonestar,Smile,213,1999-12-18,2000-02-12,71,
22340,"Rogers, Kenny",Buy Me A Rose,226,2000-03-11,2000-05-06,71,
22341,"Lawrence, Tracy",Lessons Learned,175,2000-01-29,2000-04-08,71,
22342,"Strait, George",Go On,228,2000-08-26,2000-10-28,71,
22343,Sisqo,Got To Get It,232,1999-11-20,2000-01-22,71,
22344,Baha Men,Who Let The Dogs Out,197,2000-07-22,2000-10-21,71,
22345,"Walker, Clay",The Chain Of Love,303,2000-04-15,2000-06-10,71,
22346,"McBride, Martina",Love's The Only House,313,2000-02-05,2000-04-15,71,
22347,Amber,Sexual (Li Da Di),278,1999-07-17,2000-02-12,71,
22348,"Tippin, Aaron",Kiss This,173,2000-08-26,2000-10-21,71,
22349,SheDaisy,I Will.. But,220,2000-07-15,2000-09-16,71,
22350,"Raye, Collin",Couldn't Last A Moment,220,2000-03-18,2000-06-24,71,
22351,Black Rob,Whoa!,244,2000-03-04,2000-04-15,71,
22352,"Jackson, Alan",Pop A Top,184,1999-11-13,2000-01-22,71,
22353,"Black, Clint",Been There,328,2000-02-19,2000-04-15,71,
22354,Common,The Light,235,2000-08-05,2000-09-09,71,
22355,"Vassar, Phil",Carlene,247,2000-03-04,2000-04-22,71,
22356,"Jackson, Alan",www.memory,156,2000-11-04,2000-12-23,71,
22357,Vitamin C,The Itch,210,2000-12-02,2000-12-16,71,
22358,"Eastsidaz, The",G'D Up,267,2000-01-08,2000-02-12,71,
22359,Ideal,Whatever,228,2000-06-10,2000-08-19,71,
22360,"Thomas, Carl",Emotional,271,2000-11-25,2000-12-30,71,
22361,Ginuwine,None Of Ur Friends Business,252,1999-12-11,2000-01-22,71,
22362,"Davidson, Clay",Unconditional,236,2000-03-25,2000-06-17,71,
22363,DMX,What You Want,245,2000-07-01,2000-09-23,71,
22364,"John, Elton",Someday Out Of The Blue,281,2000-04-22,2000-05-06,71,
22365,Pearl Jam,Nothing As It Seems,320,2000-05-13,2000-05-13,71,
22366,Mya,The Best Of Me,252,2000-04-15,2000-05-20,71,
22367,"Heatherly, Eric",Flowers On The Wall,196,2000-04-29,2000-08-12,71,
22368,Eminem,Stan,326,2000-11-04,2000-12-02,71,
22369,"McEntire, Reba",I'll Be,263,2000-05-13,2000-07-29,71,
22370,"Lopez, Jennifer",Feelin' Good,268,2000-02-19,2000-04-08,71,
22371,"Urban, Keith",Your Everything,250,2000-07-15,2000-09-16,71,
22372,TLC,Dear Lie,276,2000-02-12,2000-03-04,71,
22373,"Gill, Vince",Feels Like Love,253,2000-09-02,2000-11-18,71,
22374,"Houston, Whitney",Could I Have This Kiss Forever,234,2000-06-17,2000-08-05,71,
22375,Bloodhound Gang,The Bad Touch,260,2000-03-18,2000-04-15,71,
22376,"Williams, Robbie",Angels,236,1999-11-20,2000-01-22,71,
22377,"Messina, Jo Dee",Because You Love Me,230,2000-01-29,2000-03-11,71,
22378,"Keith, Toby",Country Comes To Town,219,2000-08-05,2000-10-14,71,
22379,Beenie Man,Girls Dem Sugar,257,2000-10-21,2000-12-02,71,
22380,"Hill, Faith",Let's Make Love,251,2000-08-12,2000-10-21,71,
22381,Kelis,Caught Out There,249,1999-12-04,2000-01-08,71,
22382,Jay-Z,Anything,221,2000-02-26,2000-03-11,71,
22383,3 Doors Down,Loser,264,2000-10-21,2000-12-02,71,
22384,Brooks & Dunn,You'll Always Be Loved By Me,178,2000-06-10,2000-09-09,71,
22385,"Chesney, Kenny",What I Need To Do,245,2000-04-01,2000-06-10,71,
22386,"Stone, Angie",No More Rain (In This Cloud),282,1999-12-25,2000-01-22,71,
22387,Da Brat,That's What I'm Looking For,224,2000-02-26,2000-04-15,71,
22388,SheDaisy,This Woman Needs,200,2000-02-05,2000-03-04,71,
22389,Papa Roach,Last Resort,199,2000-07-29,2000-12-02,71,
22390,"Adams, Yolanda",Open My Heart,330,2000-08-26,2000-10-21,71,
22391,Shyne,Bad Boyz,262,2000-09-09,2000-10-28,71,
22392,R.E.M.,The Great Beyond,250,1999-12-25,2000-01-29,71,
22393,"Diffie, Joe",It's Always Somethin',175,2000-08-12,2000-09-16,71,
22394,"McGraw, Tim",Some Things Never Change,236,2000-05-13,2000-07-01,71,
22395,"Henley, Don",Taking You Home,248,2000-06-24,2000-08-05,71,
22396,Eminem,The Way I Am,280,2000-08-26,2000-09-30,71,
22397,Nas,You Owe Me,231,2000-03-25,2000-04-15,71,
22398,Sister Hazel,Change Your Mind,242,2000-07-15,2000-08-05,71,
22399,Puff Daddy,Best Friend,333,2000-02-12,2000-02-19,71,
22400,"McBride, Martina",There You Are,206,2000-09-09,2000-10-21,71,
22401,Usher,Pop Ya Collar,216,2000-11-04,2000-11-18,71,
22402,Lil' Kim,No Matter What They Say,252,2000-07-15,2000-08-05,71,
22403,LFO,I Don't Wanna Kiss You Goodnight,300,2000-04-15,2000-04-22,71,
22404,SheDaisy,Deck The Halls,226,1999-12-25,2000-01-01,71,
22405,Splender,I Think God Can Explain,235,2000-06-10,2000-06-24,71,
22406,"Simpson, Jessica",Where You Are,231,2000-04-01,2000-04-15,71,
22407,M2M,Mirror Mirror,199,2000-04-01,2000-05-27,71,
22408,Kumbia Kings,U Don't Love Me,230,2000-03-04,2000-03-18,71,
22409,Joe,Treat Her Like A Lady,252,2000-08-05,2000-08-19,71,
22410,"Blige, Mary J.",Deep Inside,326,1999-11-13,2000-01-22,71,
22411,"Price, Kelly",You Should've Told Me,192,2000-09-23,2000-12-02,71,
22412,Changing Faces,That Other Woman,240,2000-09-30,2000-10-28,71,
22413,"Wright, Chely",It Was,231,2000-03-04,2000-04-15,71,
22414,Limp Bizkit,Rollin',244,2000-11-11,2000-12-09,71,
22415,Hot Boys,I Need A Hot Girl,256,2000-02-19,2000-03-11,71,
22416,Jay-Z,Do It Again (Put Ya Hands Up),227,2000-01-15,2000-01-29,71,
22417,"Adkins, Trace",More,185,2000-04-29,2000-06-17,71,
22418,"Dixie Chicks, The",Cold Day In July,312,2000-06-24,2000-08-05,71,
22419,"Price, Kelly",As We Lay,380,2000-07-15,2000-08-05,71,
22420,DMX,What's My Name,230,2000-01-15,2000-02-12,71,
22421,"Martin, Ricky",Private Emotion,242,2000-03-11,2000-03-18,71,
22422,Nine Days,If I Am,258,2000-12-02,2000-12-02,71,
22423,"Blige, Mary J.",Give Me You,300,2000-04-15,2000-05-13,71,
22424,Red Hot Chili Peppers,Californication,321,2000-07-29,2000-10-14,71,
22425,Third Eye Blind,Deep Inside Of You,250,2000-09-02,2000-10-07,71,
22426,"Brooks, Garth",Do What You Gotta Do,176,2000-02-19,2000-03-18,71,
22427,"Offspring, The",Original Prankster,222,2000-11-25,2000-12-09,71,
22428,"Anthony, Marc",My Baby You,239,2000-09-16,2000-10-07,71,
22429,"Houston, Whitney","Same Script, Different Cast",285,2000-06-17,2000-07-15,71,
22430,D'Angelo,Left & Right,275,1999-12-11,2000-01-01,71,
22431,"Kravitz, Lenny",I Belong To You,257,2000-03-25,2000-04-08,71,
22432,"Loveless, Patty",That's The Kind Of Mood I'm In,207,2000-09-16,2000-11-18,71,
22433,Q-Tip,Breathe And Stop,246,2000-01-22,2000-01-22,71,
22434,"Rimes, LeAnn",Can't Fight The Moonlight,213,2000-09-09,2000-09-16,71,
22435,Lil Wayne,Tha Block Is Hot,253,1999-12-04,2000-01-08,71,
22436,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,2000-02-26,2000-03-11,71,
22437,"Wallflowers, The",Sleepwalker,209,2000-10-28,2000-10-28,71,
22438,Drama,"Left, Right, Left",217,2000-02-12,2000-03-18,71,
22439,Limp Bizkit,N 2 Gether Now,235,1999-12-04,2000-01-08,71,
22440,Lox,"Ryde or Die, Chick",236,2000-03-18,2000-03-25,71,
22441,Ying Yang Twins,Whistle While You Twurk,259,2000-03-18,2000-04-29,71,
22442,"Walker, Clay","Live, Laugh, Love",246,1999-12-04,2000-01-22,71,
22443,Metallica,No Leaf Clover (Live),343,2000-02-12,2000-03-11,71,
22444,Yankee Grey,Another Nine Minutes,190,2000-04-29,2000-05-20,71,
22445,"Bega, Lou",Tricky Tricky ,203,2000-01-29,2000-02-05,71,
22446,Big Punisher,It's So Hard,205,2000-04-22,2000-05-06,71,
22447,"Worley, Darryl",When You Need My Love,215,2000-06-17,2000-09-02,71,
22448,Lil' Kim,How Many Licks?,230,2000-11-25,2000-12-02,71,
22449,"Clark, Terri",A Little Gasoline,187,2000-12-16,2000-12-16,71,
22450,"Brock, Chad",A Country Boy Can Survive,234,2000-01-01,2000-01-08,71,
22451,"Cagle, Chris",My Love Goes On And On,182,2000-10-21,2000-12-02,71,
22452,"Byrd, Tracy",Put Your Hand In Mine,270,2000-01-29,2000-02-12,71,
22453,Metallica,I Disappear,266,2000-05-13,2000-06-17,71,
22454,Jay-Z,Hey Papi,220,2000-08-12,2000-10-07,71,
22455,Fatboy Slim,The Rockafeller Skank,240,1999-11-13,2000-01-22,71,
22456,"Levert, Gerald",Mr. Too Damn Good,246,2000-03-18,2000-04-08,71,
22457,"McKnight, Brian",Stay Or Let It Go,272,2000-02-26,2000-03-25,71,
22458,"Allan, Gary",Smoke Rings In The Dark,258,2000-01-22,2000-02-05,71,
22459,Ginuwine,The Best Man I Can Be,246,2000-01-08,2000-03-04,71,
22460,Before Dark,Monica,244,2000-05-20,2000-06-17,71,
22461,"Estefan, Gloria",No Me Dejes De Querer,205,2000-06-10,2000-06-10,71,
22462,Stone Temple Pilots,Sour Girl,256,2000-07-08,2000-07-29,71,
22463,Montgomery Gentry,Daddy Won't Sell The Farm,258,2000-03-04,2000-03-25,71,
22464,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,2000-09-23,2000-11-11,71,
22465,Clark Family Experience,Meanwhile Back At The Ranch,176,2000-11-18,2000-12-16,71,
22466,"Thomas, Carl",Summer Rain,297,2000-09-23,2000-10-14,71,
22467,"Yearwood, Trisha",Real Live Woman,235,2000-04-01,2000-04-29,71,
22468,Trick Daddy,Shut Up,257,2000-05-20,2000-06-17,71,
22469,"Moore, Chante",Straight Up,220,2000-10-28,2000-12-02,71,
22470,Cam'ron,What Means The World To You,278,2000-10-14,2000-11-18,71,
22471,Juvenile,U Understand,231,2000-02-05,2000-02-12,71,
22472,"Hollister, Dave",Can't Stay,377,2000-03-25,2000-03-25,71,
22473,Tamia,Can't Go For That,218,2000-09-16,2000-09-30,71,
22474,LFO,West Side Story,207,2000-08-05,2000-08-12,71,
22475,"Paisley, Brad",Me Neither,199,2000-05-13,2000-05-20,71,
22476,"Carter, Torrey",Take That,223,2000-06-24,2000-07-08,71,
22477,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,2000-09-02,2000-09-09,71,
22478,Madison Avenue,Don't Call Me Baby,224,2000-07-08,2000-09-16,71,
22479,Eve,Got It All,228,2000-07-15,2000-07-22,71,
22480,Limp Bizkit,Re-Arranged,248,1999-12-04,2000-02-05,71,
22481,"Spencer, Tracie",Still In My Heart,251,2000-03-04,2000-03-11,71,
22482,Nu Flavor,3 Little Words,234,2000-06-03,2000-06-17,71,
22483,Tamar,If You Don't Wanna Love Me,242,2000-03-25,2000-04-15,71,
22484,"Levert, Gerald",Baby U Are,250,2000-08-19,2000-08-26,71,
22485,"Hart, Beth",L.A. Song,227,1999-11-27,2000-01-15,71,
22486,"Diffie, Joe",The Quittin' Kind,203,2000-01-01,2000-01-22,71,
22487,Funkmaster Flex,Do You,254,2000-11-11,2000-12-02,71,
22488,"Price, Kelly",Love Sets You Free,226,2000-05-13,2000-05-20,71,
22489,En Vogue,Riddle,310,2000-06-17,2000-06-17,71,
22490,"Herndon, Ty",No Mercy,283,2000-03-18,2000-05-06,71,
22491,Anastacia,I'm Outta Love,241,2000-04-01,2000-04-01,71,
22492,Trina,Pull Over,178,2000-09-09,2000-09-16,71,
22493,Lil' Mo,Ta Da,257,2000-08-12,2000-09-16,71,
22494,A*Teens,Dancing Queen,224,2000-07-08,2000-07-29,71,
22495,"Sheist, Shade",Where I Wanna Be,256,2000-11-11,2000-11-18,71,
22496,De La Soul,All Good?,302,2000-12-23,2000-12-23,71,
22497,"Larrieux, Amel",Get Up,242,2000-03-04,2000-03-11,71,
22498,"Braxton, Toni",Spanish Guitar,264,2000-12-02,2000-12-02,71,
22499,Tuesday,I Know,246,2000-12-30,2000-12-30,71,
22500,LL Cool J,Imagine That,240,2000-08-12,2000-08-19,71,
22501,Master P,Souljas,213,2000-11-18,2000-11-18,71,
22502,Ghostface Killah,Cherchez LaGhost,184,2000-08-05,2000-08-05,71,
22503,"Smith, Will",Freakin' It,238,2000-02-12,2000-02-12,71,
22504,Zombie Nation,Kernkraft 400,210,2000-09-02,2000-09-02,71,
22505,"Eastsidaz, The",Got Beef,238,2000-07-01,2000-07-01,71,
22506,Fragma,Toca's Miracle,202,2000-10-28,2000-10-28,71,
22507,Destiny's Child,Independent Women Part I,218,2000-09-23,2000-11-18,72,
22508,Santana,"Maria, Maria",258,2000-02-12,2000-04-08,72,
22509,Savage Garden,I Knew I Loved You,247,1999-10-23,2000-01-29,72,
22510,Madonna,Music,225,2000-08-12,2000-09-16,72,
22511,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,2000-08-05,2000-10-14,72,
22512,Janet,Doesn't Really Matter,257,2000-06-17,2000-08-26,72,
22513,Destiny's Child,Say My Name,271,1999-12-25,2000-03-18,72,
22514,"Iglesias, Enrique",Be With You,216,2000-04-01,2000-06-24,72,
